[2025-07-13 22:51:53,315] INFO processing: Processing QR code extraction for file type: application/pdf (in /Users/zshaikh/Documents/projects/SEU_dev/SEU_Tools/apis/utils.py:397)
[2025-07-13 22:52:18,470] INFO processing: Processing QR code extraction for file type: application/pdf (in /Users/zshaikh/Documents/projects/SEU_dev/SEU_Tools/apis/utils.py:397)
[2025-07-13 22:52:18,680] INFO processing: Processing QR code extraction for file type: application/pdf (in /Users/zshaikh/Documents/projects/SEU_dev/SEU_Tools/apis/utils.py:397)
[2025-07-13 22:53:56,692] INFO processing: Processing QR code extraction for file type: application/pdf (in /Users/zshaikh/Documents/projects/SEU_dev/SEU_Tools/apis/utils.py:397)
[2025-07-13 22:53:56,902] INFO processing: Processing QR code extraction for file type: application/pdf (in /Users/zshaikh/Documents/projects/SEU_dev/SEU_Tools/apis/utils.py:397)
[2025-07-13 22:55:59,509] INFO processing: Processing QR code extraction for file type: application/pdf (in /Users/zshaikh/Documents/projects/SEU_dev/SEU_Tools/apis/utils.py:397)
[2025-07-13 22:55:59,710] INFO processing: Processing QR code extraction for file type: application/pdf (in /Users/zshaikh/Documents/projects/SEU_dev/SEU_Tools/apis/utils.py:397)
[2025-07-13 22:56:45,111] INFO processing: Processing QR code extraction for file type: application/pdf (in /Users/zshaikh/Documents/projects/SEU_dev/SEU_Tools/apis/utils.py:397)
[2025-07-13 22:56:45,314] INFO processing: Processing QR code extraction for file type: application/pdf (in /Users/zshaikh/Documents/projects/SEU_dev/SEU_Tools/apis/utils.py:397)
[2025-07-13 23:03:13,636] INFO processing: Processing QR code extraction for file type: application/pdf (in /Users/zshaikh/Documents/projects/SEU_dev/SEU_Tools/apis/utils.py:397)
[2025-07-13 23:03:13,836] INFO processing: Processing QR code extraction for file type: application/pdf (in /Users/zshaikh/Documents/projects/SEU_dev/SEU_Tools/apis/utils.py:397)
[2025-07-13 23:08:05,111] INFO processing: Detected file type: image/jpeg (in /Users/zshaikh/Documents/projects/SEU_dev/SEU_Tools/apis/utils.py:349)
[2025-07-13 23:09:05,189] INFO processing: Detected file type: image/jpeg (in /Users/zshaikh/Documents/projects/SEU_dev/SEU_Tools/apis/utils.py:349)
